"text","toss","non_comp","coder1nonc","coder2nonc"
"💥 Say what?

Biden, ""We'll have a national mandate to wear a mask. Not as a burden but as a patriotic duty to protect one another.""

🦅Biggest patriotic duty I have is 2 preserve &amp; exercise my freedoms. I have the freedom to NOT wear one. Free to decide for myself what 2 wear",NA,1,1,1
"Biden is asking all Americans to wear a mask for the first 100 days he’s president. Seems easy to do since there’s been a pandemic for about a year now. Will you do it America?",NA,0,0,0
"BREAKING: 

📌Florida Governor @RonDeSantisFL says he will stop cities from collecting fines for refusing to wear a mask, effectively nullifying mask mandates

📌All bars &amp; restaurants open at 100% capacity, ~ @GovRonDeSantis. 

➡️ This epidemiologist wants puke again. #Covid19",NA,0,0,0
"It’s time to stand up to tyranny. Enough of this BS #COVID19 #shutdown. Ige &amp; Caldwell are dictators. Rise up #Hawaii &amp; say ENOUGH. You have rights, come to the protests as well as vote. Let’s take back our state from these clowns who don’t care about us. It’s time to #FreeHawaii https://t.co/YgmfFo2sTR",NA,1,1,1
"BUFFALO NY: Business Owners Stand Up, Fight back and Kick out  Sheriff &amp; Health Dept !🙌

Chant “WE WILL NOT COMPLY” 

➖If every biz owner would do this lockdowns would be over. #FIGHTBACK #LockdownChaos @TeamTrump @realDonaldTrump @DonaldJTrumpJr @catturd2 @RealJamesWoods https://t.co/giMmcnv5x4",NA,1,1,1
"BREAKING: AstraZeneca's #Covid19 vaccine trials have been paused as the company investigates a serious adverse event the occurred in the UK. Not clear if the unexplained illness is linked to the vaccine, or what it was. https://t.co/wGqvvXIBTD",NA,0,0,0
"Both the crew member and the staff member were wearing N95 masks at all points they were near me, and our doctors believe that we were not exposed under CDC guidelines. Out of an abundance of caution, I will cancel travel through Sunday and continue to campaign virtually.",NA,0,0,0
"Where can I get a COVID-19 vaccine in the Philly area? Use our lookup tool https://t.co/A1jjE20UZe via @phillyinquirer",NA,0,0,0
"Please reach out to all counter protesters in the DC Area and drive the message of staying home on January 6th. Trump is looking for any excuse to invoke The Insurrection Act and The Proud Boys in DC will serve as the catalyst. Stay home. Let them fight with the police. ✊🏾",NA,0,0,0
"BREAKING: The CDC was going to issue an order that everyone on all forms of public and commercial transportation wear a mask, but the White House blocked it. Vote Biden.",NA,0,0,0
"Wear a mask. Vote for Biden. Be nice.",NA,0,0,0
"What the Dippin’ Dots “cold chain” can teach us about COVID-19 vaccines
 https://t.co/942vtT7fqf https://t.co/EO0pHg1Mjc",NA,0,0,0
"Stay home and stay safe. And give healthcare workers a break https://t.co/yeUXSQHhnj",NA,0,0,0
"The Supreme Court just tossed out Trump's attempt to overturn Pennsylvania, the same day people started taking the first doses of the COVID vaccine. 

How do you feel today? (gifs only)",NA,0,0,0
"Gates lives in mansions, flies around the world at will, and has personal chefs. He'd be just as happy if the lockdown lasted forever. https://t.co/obHtcDaecG",NA,1,1,1
"The best stimulus is removing the China/WHO lockdown boot off our necks &amp; fully reopening America.",NA,1,1,1
"INDIA: Bharat Biotech coronavirus vaccine found to be safe, enhanced immune response in phase 1 trials - Lancet",NA,0,0,0
"Let me be get this out. 
No Covid vaccine forced on active duty military until all members of Congress accept and receive it first. https://t.co/JZE40CJ8q0",NA,1,1,1
"Are you still believing their mask and lockdowns are for your own good???",NA,1,1,1
"Last time I checked, we are still in a pandemic, with NO clear indicator of when a vaccine will be out!! WHY THE FUCK does it seem like everyone and their brother is living like it’s “over” now??!!",NA,0,0,0
"People can go faster making a covid vaccine as long as they are as negligent and dangerous as Trump. Vote for Joe .@JoeBiden",1,0,1,0
"@jameshamblin And let me guess are you going to tell them if it is transformed into a building? Please don’t be a Nazi people need to survive throughout lockdowns.",NA,0,0,1
"@savvy5114 @racerbluegold @MXLMNE @SInow @james_benedetto And equally, you have places like Sweden and others who had no lockdowns or limited public restrictions that didn’t see the impact like other countries.",NA,1,0,1
"@nukeantz @CkitOutPassitON There's no flippin' way in #Hell that I'm going to get a #Covid_19 #vaccine!",NA,1,1,1
"Wear your mask between bites? This has got to be a joke. Has their been an outbreak amongst diners anywhere? Even so....are you kidding me? Do we wear it in between toothbrush strokes too? I thought we were supposed to follo science?",NA,1,1,1
"If Republicans fill RBG’s seat Democrats are going to pack the Court and eliminate the filibuster. We’re also going to riot in Democrat-run cities, lockdown the economy in Democrat-run states, block out the sun, kick your dog and I’ll not like you any more.",NA,0,0,0
"Is irritability a #COVIDVaccine side effect? because WHEW I am THERE today.",NA,0,0,0
"It’s so interesting to see the media not even mention COVID-19 or social distancing when hundreds gather to celebrate Joe Biden’s “projected victory” but that same media just weeks ago said Trump rallies “could kill thousands” because of the lack of social distancing.

🤔",NA,1,1,0
"@THEHermanCain Herman Cain died and you’re using his Twitter account to promote the very dangerous idea that got him killed when he attended Trump’s irresponsible Tulsa rally without a mask, got the coronavirus, and died in the ICU on a ventilator.",NA,0,0,0
"A humbling Herman Cain/coronavirus timeline:

6/24: Attends Trump rally, maskless
7/2: Tests positive for Covid-19
7/10: Says he’s improving
7/15: Says his doctors seem happy
7/27: Says he’s really getting better
7/30: Dies",NA,0,0,0
"I keep hearing about a 4-6 week nationwide lockdown being instituted in January.

There is absolutely no science that would back that up &amp; I think we can all agree it would be the final nail in destroying our country’s economy.",NA,1,1,1
"COVID-19 vaccine: Oregon Governor Brown wants 12,000 shots a day | https://t.co/z6wVFqand7 https://t.co/2KJ44YU6N2",NA,0,0,0
"New York City's EMS workers are finally getting COVID vaccines.

Emergency Medical Service Captain Mary Merced, one of the FDNY's first recipients, says she sees the light at the end of the tunnel: ""It is very important to me, my family, my grandchildren."" https://t.co/oDMdxegWde",NA,0,0,0
"@marklevinshow Trump is the biggest driver of coronavirus misinfo, caused superspreader events, villainized public health experts and masks https://t.co/mB5MaO1nRl",NA,0,0,0
"I'm an ER Nurse in Seattle. Last night @SeattlePD officers came to the ER to obtain a statement from an assault patient. One officer, Eric Whitehead, blatantly refused to put a mask on while standing in a high-traffic hallway. There were covid positive pts in nearby rooms. 1/",NA,0,0,0
"With record, astonishing speed a vaccine to defeat the China virus is created and approved under President Trump’s leadership, but a man who has never achieved anything during 47 years in politics is “elected” to replace him. #Madness https://t.co/IGt8x41OLU",NA,0,0,0
"I'm an ER Nurse in Seattle. Last night @SeattlePD officers came to the ER to obtain a statement from an assault patient. One officer, Eric Whitehead, blatantly refused to put a mask on while standing in a high-traffic hallway. There were covid positive pts in nearby rooms. 1/",NA,0,0,0
"Good. Let’s dispense with the hysteria and actually embrace the science, which has, thus far, failed to show any positive correlation between the use of masks and limiting the spread of the coronavirus. https://t.co/QIH2WpyKmD",NA,1,1,1
"CNN Hypocrisy 1st 

CNN can dish it out but Jeff Zucker &amp; @CNNPR's @MDornic can't take it

FACTS
✅@KirstieAlley's Veronica's Closet averaged over 10 million viewers, @CNN 1.3 million

✅@ChrisCuomo doesn't wear a mask

✅@CNN downplays virus with jokes &amp; celebrity OPINION https://t.co/8zb8uVFIFw",NA,0,1,0
"Once we get the #COVID19 vaccine, can we stop wearing masks? 

This and your other questions answered on a brand-new toolkit episode of #InTheBubble! @ASlavitt is joined by @DavidAgus &amp; @CVSHealth's Tom Moriarty to talk science &amp; logistics. Listen: https://t.co/TCIfVhmmPd https://t.co/tfw5OcZbZE",NA,0,0,0
"LATEST: Pfizer and BioNTech's vaccine is highly effective in preventing Covid-19 and safe, a report by staff of the FDA says https://t.co/wKaxFWRqyB",NA,0,0,0
"President Trump:
• secured our borders
• appointed three Justices to SCOTUS
• lowered our taxes
• reformed the VA
• tough on China, Russia, Iran
• no wars
• Peace in Middle East
• America First Trade Deals
• millions of jobs
• best economy in history
• COVID vaccine",NA,0,0,0
"Europe looks to avoid layoffs amid second covid wave and new lockdowns https://t.co/Rv8Wt6hwHU",NA,0,0,0
"@LeslieMarshall 16 hour shifts
5 day work week 
20 weeks straight

5 dead in 16 hours!

These are American souls. Nothing is normal anymore. 

Our nurses, doctors, lab, radiology, custodial,  ancillary staff are suffering from PTSD.

We are exhausted! Wear A Mask! https://t.co/ldDZY3cPbI",NA,0,0,0
"New VAX vs. UNVAX data: #AUTISM rates 
Unvaccinated - 1 in 715, 
Partially vaccinated - 1 in 440,
Vaccinated according CDC schedule - 1 in 45.

https://t.co/qxvjJNzcTb

#LearnTheRisk #vaccines #InformedConsent https://t.co/DE239ghGUs",NA,1,1,0
"I've met @maddow a few times. She's exactly who she seems. Her adoration of Susan is clear. 

I really hope this reaches people. In the last few days, I've seen two Twitter friends lose parents. My ex's dad got Covid. It's everywhere, stalking everybody.

Stay home, stay alive. https://t.co/4oVD30muos",NA,0,0,0
"Don’t lockdown the country.
Don’t impose curfews.
Don’t close schools. 

Let Americans decide for themselves. 

And celebrate Thanksgiving.",NA,1,1,1
"1/ It's just incredible. The White House is still, even today, openly violating CDC guidelines - costing lives.

Meadows should not have given that briefing. Even if you test negative, you must quarantine for 14 days if you have been in contact with someone who is positive.",NA,0,0,0
"PLEASE STAY HOME SUNDAY AND WEDNESDAY.

PLEASE.",NA,0,0,0
"Nearly 50,000 doctors and scientists have signed a global anti-lockdown petition yet Democrats still continue to support locking down America.

What happened to “listen to the scientists?”

🤔",NA,1,1,1
"@SenSchumer What is really disturbing about these policies is when Americans are hurting very much during these COVID shutdowns, the Biden Administration believes it's proper to give substantial aid to foreigners and foreign countries. Doesn't make sense to me!",NA,0,0,1
"FDA just approves the Pfizer Covid-19 Vaccine for Emergency use. Thanks again for President Trump for Operation Warp Speed. He will save millions of lives especially the elderly but he always never gets credit.",NA,0,0,0
"Trump's claim this afternoon that the pandemic is ""ending anyway"" even without a vaccine, and that ""it's going to peter out,"" is at least the 38th time since February he has baselessly said it is going to vanish, disappear, go away.",NA,0,0,1
"Wowza! 
Hmm ...contemplating the #CovidVaccine - 
People NEED to be aware of THIS! 

https://t.co/4ZOJKA5PiU https://t.co/HJ5Mk3fcyd",NA,0,0,0
"We have a vaccine. 

OPEN UP THE ECONOMY IMMEDIATELY!

And don’t vote for any of these lockdown politicians ever again.",NA,1,1,1
"I want to share my story with you; I think given my last post it is important. I am a participant in a Phase 3 clinical trial for a #COVIDVaccine. I did not make the decision lightly; I am a wife and a mom to two young kids. Admittedly, my husband was not happy! #COVID19 1/18",NA,0,0,0
"Thoughts ..anyone in support of this ....

BREAKING: Police forcefully drag man from school board meeting in South Dakota, who REFUSED to wear a mask.

https://t.co/9GiNZP3Pik",NA,0,0,0
"@NickRiccardi @justinhendrix While they’re at it, can they ask “pro-life,” SCOTUS candidate, Amy Coney Barrett, why she didn’t protect her own children with masks &amp; social distancing in the middle of a deadly pandemic?

They were sitting shoulder to shoulder with an infected First Lady. https://t.co/GnD65yUaye",NA,0,0,0
"California, with the nation's most severe lockdowns, now  has the most new cases per capita in addition to all the other harms. It's hard to imagine a more catastrophic failure of political leadership.",NA,0,0,1
"How do common side effects stack up between the 2 COVID-19 vaccines? https://t.co/RFuozrr2GY https://t.co/DpjxYfMjAJ",NA,0,0,0
